echeance,strike,type,spot,capture_ts,T_annees,prix_utilise,source_prix,iv_calculee,statut,iv_ibkr,ecart_iv,delta,gamma,vega,theta_jour,gardee,raison_rejet
20260703,6600.0,P,6289.88,20260617_131429,0.0438,305.35,mid,,rejet: prix < valeur intrinseque,0.1204232921616647,,,,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6000.0,C,6289.88,20260617_131429,0.063,311.75,mid,0.1852,ok,0.1677578636290861,0.0175,0.848,0.000797,3.678,-1.426,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6000.0,P,6289.88,20260617_131429,0.063,16.200000000000003,mid,0.165,ok,0.1677578636290861,-0.0028,-0.1234,0.000783,3.218,-1.157,True,ok
20260710,6025.0,C,6289.88,20260617_131429,0.063,289.0,mid,0.1799,ok,0.1641156348997356,0.0158,0.8329,0.000874,3.918,-1.48,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6025.0,P,6289.88,20260617_131429,0.063,18.450000000000003,mid,0.1612,ok,0.1641156348997356,-0.0029,-0.1397,0.000873,3.507,-1.232,True,ok
20260710,6050.0,C,6289.88,20260617_131429,0.063,266.7,mid,0.175,ok,0.160603112550203,0.0144,0.8154,0.000957,4.177,-1.539,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6050.0,P,6289.88,20260617_131429,0.063,21.15,mid,0.1578,ok,0.160603112550203,-0.0028,-0.1587,0.000971,3.819,-1.313,True,ok
20260710,6075.0,C,6289.88,20260617_131429,0.063,245.15,mid,0.171,ok,0.1572226139086328,0.0138,0.7946,0.001046,4.462,-1.611,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6075.0,P,6289.88,20260617_131429,0.063,24.35,mid,0.1545,ok,0.1572226139086328,-0.0027,-0.1805,0.001076,4.147,-1.397,True,ok
20260710,6100.0,C,6289.88,20260617_131429,0.063,223.7,mid,0.1663,ok,0.1539762673424909,0.0124,0.7724,0.001143,4.738,-1.668,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6100.0,P,6289.88,20260617_131429,0.063,27.95,mid,0.1511,ok,0.1539762673424909,-0.0029,-0.2046,0.001189,4.478,-1.476,True,ok
20260710,6125.0,C,6289.88,20260617_131429,0.063,203.0,mid,0.1622,ok,0.150866189469295,0.0113,0.747,0.001242,5.023,-1.729,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6125.0,P,6289.88,20260617_131429,0.063,32.150000000000006,mid,0.1478,ok,0.150866189469295,-0.0031,-0.2319,0.001306,4.812,-1.552,True,ok
20260710,6150.0,C,6289.88,20260617_131429,0.063,183.0,mid,0.1583,ok,0.1478946544940989,0.0104,0.7185,0.001344,5.305,-1.786,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6150.0,P,6289.88,20260617_131429,0.063,37.05,mid,0.1447,ok,0.1478946544940989,-0.0032,-0.2625,0.001426,5.142,-1.623,True,ok
20260710,6175.0,C,6289.88,20260617_131429,0.063,163.65,mid,0.1544,ok,0.14506422085436,0.0094,0.6871,0.001447,5.571,-1.833,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6175.0,P,6289.88,20260617_131429,0.063,42.7,mid,0.1416,ok,0.14506422085436,-0.0035,-0.2965,0.001545,5.454,-1.685,True,ok
20260710,6200.0,C,6289.88,20260617_131429,0.063,145.1,mid,0.1507,ok,0.1423777860716817,0.0083,0.6527,0.001547,5.812,-1.869,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6200.0,P,6289.88,20260617_131429,0.063,49.2,mid,0.1386,ok,0.1423777860716817,-0.0038,-0.3338,0.001661,5.737,-1.736,True,ok
20260710,6225.0,C,6289.88,20260617_131429,0.063,127.55,mid,0.1472,ok,0.139838564210088,0.0074,0.615,0.00164,6.017,-1.894,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6225.0,P,6289.88,20260617_131429,0.063,56.55,mid,0.1355,ok,0.139838564210088,-0.0044,-0.3744,0.00177,5.976,-1.768,True,ok
20260710,6250.0,C,6289.88,20260617_131429,0.063,111.15,mid,0.1441,ok,0.1374499982987516,0.0067,0.5744,0.001718,6.173,-1.905,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6250.0,P,6289.88,20260617_131429,0.063,65.15,mid,0.1328,ok,0.1374499982987516,-0.0047,-0.4184,0.00186,6.157,-1.786,True,ok
20260710,6275.0,C,6289.88,20260617_131429,0.063,95.9,mid,0.1413,ok,0.1352156378080537,0.006,0.5312,0.001779,6.266,-1.898,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6275.0,P,6289.88,20260617_131429,0.063,74.85,mid,0.1301,ok,0.1352156378080537,-0.0051,-0.4652,0.001931,6.264,-1.781,True,ok
20260710,6300.0,C,6289.88,20260617_131429,0.063,81.80000000000001,mid,0.1385,ok,0.1331390160023237,0.0054,0.4861,0.00182,6.283,-1.868,True,ok
20260710,6300.0,P,6289.88,20260617_131429,0.063,85.75,mid,0.1275,ok,0.1331390160023237,-0.0057,-0.5142,0.001977,6.282,-1.751,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6325.0,C,6289.88,20260617_131429,0.063,69.05000000000001,mid,0.1361,ok,0.1312235581634712,0.0049,0.4396,0.001832,6.216,-1.818,True,ok
20260710,6325.0,P,6289.88,20260617_131429,0.063,98.0,mid,0.125,ok,0.1312235581634712,-0.0062,-0.5647,0.00199,6.2,-1.696,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6350.0,C,6289.88,20260617_131429,0.063,57.65,mid,0.1339,ok,0.1294725401475194,0.0045,0.3928,0.001815,6.061,-1.747,True,ok
20260710,6350.0,P,6289.88,20260617_131429,0.063,111.6,mid,0.1226,ok,0.1294725401475194,-0.0069,-0.6158,0.001968,6.014,-1.615,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6375.0,C,6289.88,20260617_131429,0.063,47.55,mid,0.132,ok,0.1278890986710822,0.0041,0.3464,0.001769,5.819,-1.653,True,ok
20260710,6375.0,P,6289.88,20260617_131429,0.063,126.5,mid,0.1202,ok,0.1278890986710822,-0.0077,-0.6668,0.001909,5.72,-1.507,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6400.0,C,6289.88,20260617_131429,0.063,38.8,mid,0.1303,ok,0.1264762715417143,0.0038,0.3016,0.001692,5.497,-1.543,True,ok
20260710,6400.0,P,6289.88,20260617_131429,0.063,142.55,mid,0.1174,ok,0.1264762715417143,-0.009,-0.717,0.001817,5.318,-1.371,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6425.0,C,6289.88,20260617_131429,0.063,31.200000000000003,mid,0.1286,ok,0.1252370304868155,0.0034,0.2586,0.001591,5.103,-1.416,True,ok
20260710,6425.0,P,6289.88,20260617_131429,0.063,159.9,mid,0.1146,ok,0.1252370304868155,-0.0106,-0.7653,0.001687,4.821,-1.215,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6450.0,C,6289.88,20260617_131429,0.063,24.75,mid,0.1271,ok,0.1241742748898568,0.003,0.2185,0.001468,4.653,-1.277,True,ok
20260710,6450.0,P,6289.88,20260617_131429,0.063,178.45,mid,0.1116,ok,0.1241742748898568,-0.0125,-0.811,0.001523,4.24,-1.042,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6475.0,C,6289.88,20260617_131429,0.063,19.4,mid,0.1259,ok,0.1232907785861539,0.0026,0.182,0.001329,4.169,-1.133,True,ok
20260710,6475.0,P,6289.88,20260617_131429,0.063,197.8,mid,0.1074,ok,0.1232907785861539,-0.0159,-0.8553,0.001329,3.557,-0.844,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6500.0,C,6289.88,20260617_131429,0.063,15.05,mid,0.1248,ok,0.1225890962557395,0.0022,0.1495,0.00118,3.671,-0.99,True,ok
20260710,6500.0,P,6289.88,20260617_131429,0.063,218.3,mid,0.1026,ok,0.1225890962557395,-0.02,-0.8958,0.0011,2.813,-0.64,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6525.0,C,6289.88,20260617_131429,0.063,11.45,mid,0.1237,ok,0.1220714568540384,0.0016,0.1206,0.001028,3.168,-0.846,True,ok
20260710,6525.0,P,6289.88,20260617_131429,0.063,240.05,mid,0.0977,ok,0.1220714568540384,-0.0244,-0.9299,0.000852,2.075,-0.453,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6550.0,C,6289.88,20260617_131429,0.063,8.55,mid,0.1225,ok,0.1217395379882532,0.0007,0.0954,0.000877,2.676,-0.709,True,ok
20260710,6550.0,P,6289.88,20260617_131429,0.063,262.65,mid,0.0912,ok,0.1217395379882532,-0.0305,-0.9592,0.000584,1.328,-0.275,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6575.0,C,6289.88,20260617_131429,0.063,6.5,mid,0.1223,ok,0.1215943691027015,0.0007,0.0759,0.000739,2.254,-0.596,True,ok
20260710,6575.0,P,6289.88,20260617_131429,0.063,285.4,mid,0.0576,ok,0.1215943691027015,-0.064,-0.9969,4e-05,0.057,-0.018,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6600.0,C,6289.88,20260617_131429,0.063,4.8,mid,0.1218,ok,0.1216361314032253,0.0001,0.0588,0.00061,1.851,-0.488,True,ok
20260710,6600.0,P,6289.88,20260617_131429,0.063,308.75,mid,,rejet: prix < valeur intrinseque,0.1216361314032253,,,,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6000.0,C,6289.88,20260617_131429,0.0822,323.65,mid,0.1893,ok,0.170982690392548,0.0183,0.812,0.000782,4.814,-1.465,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6000.0,P,6289.88,20260617_131429,0.0822,24.95,mid,0.1662,ok,0.170982690392548,-0.0048,-0.1557,0.000797,4.306,-1.196,True,ok
20260717,6025.0,C,6289.88,20260617_131429,0.0822,302.2,mid,0.1858,ok,0.1680161031762311,0.0178,0.795,0.000841,5.079,-1.521,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6025.0,P,6289.88,20260617_131429,0.0822,28.05,mid,0.1633,ok,0.1680161031762311,-0.0047,-0.1734,0.00087,4.617,-1.26,True,ok
20260717,6050.0,C,6289.88,20260617_131429,0.0822,280.45,mid,0.1811,ok,0.1650928758541537,0.016,0.7778,0.000905,5.327,-1.558,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6050.0,P,6289.88,20260617_131429,0.0822,31.45,mid,0.1602,ok,0.1650928758541537,-0.0049,-0.1927,0.000947,4.931,-1.32,True,ok
20260717,6075.0,C,6289.88,20260617_131429,0.0822,259.35,mid,0.1769,ok,0.1621470338784827,0.0147,0.7584,0.000971,5.586,-1.599,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6075.0,P,6289.88,20260617_131429,0.0822,35.35,mid,0.1572,ok,0.1621470338784827,-0.0049,-0.2142,0.001027,5.251,-1.38,True,ok
20260717,6100.0,C,6289.88,20260617_131429,0.0822,238.8,mid,0.1729,ok,0.1592494826811389,0.0137,0.7369,0.00104,5.847,-1.64,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6100.0,P,6289.88,20260617_131429,0.0822,39.7,mid,0.1542,ok,0.1592494826811389,-0.0051,-0.2377,0.001111,5.569,-1.436,True,ok
20260717,6125.0,C,6289.88,20260617_131429,0.0822,218.8,mid,0.1691,ok,0.1565940158250905,0.0125,0.7133,0.00111,6.104,-1.678,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6125.0,P,6289.88,20260617_131429,0.0822,44.7,mid,0.1514,ok,0.1565940158250905,-0.0052,-0.2636,0.001195,5.883,-1.49,True,ok
20260717,6150.0,C,6289.88,20260617_131429,0.0822,199.4,mid,0.1654,ok,0.1540567945248886,0.0114,0.6877,0.00118,6.35,-1.711,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6150.0,P,6289.88,20260617_131429,0.0822,50.3,mid,0.1485,ok,0.1540567945248886,-0.0055,-0.2919,0.00128,6.183,-1.537,True,ok
20260717,6175.0,C,6289.88,20260617_131429,0.0822,180.5,mid,0.1616,ok,0.1512441667112919,0.0104,0.6601,0.001251,6.576,-1.734,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6175.0,P,6289.88,20260617_131429,0.0822,56.6,mid,0.1458,ok,0.1512441667112919,-0.0055,-0.3226,0.001363,6.461,-1.576,True,ok
20260717,6200.0,C,6289.88,20260617_131429,0.0822,162.55,mid,0.1583,ok,0.1488734796697269,0.0094,0.63,0.001318,6.781,-1.753,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6200.0,P,6289.88,20260617_131429,0.0822,63.55,mid,0.1429,ok,0.1488734796697269,-0.006,-0.3556,0.001443,6.706,-1.604,True,ok
20260717,6225.0,C,6289.88,20260617_131429,0.0822,145.6,mid,0.1553,ok,0.1463961335955693,0.0089,0.5977,0.001377,6.952,-1.767,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6225.0,P,6289.88,20260617_131429,0.0822,71.35,mid,0.1401,ok,0.1463961335955693,-0.0063,-0.3909,0.001517,6.91,-1.621,True,ok
20260717,6250.0,C,6289.88,20260617_131429,0.0822,129.4,mid,0.1523,ok,0.144087988352663,0.0082,0.5635,0.00143,7.079,-1.767,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6250.0,P,6289.88,20260617_131429,0.0822,80.1,mid,0.1374,ok,0.144087988352663,-0.0067,-0.4286,0.001581,7.064,-1.626,True,ok
20260717,6275.0,C,6289.88,20260617_131429,0.0822,114.25,mid,0.1496,ok,0.1419132088986365,0.0077,0.5276,0.001471,7.156,-1.756,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6275.0,P,6289.88,20260617_131429,0.0822,89.85,mid,0.1348,ok,0.1419132088986365,-0.0071,-0.4683,0.001632,7.154,-1.616,True,ok
20260717,6300.0,C,6289.88,20260617_131429,0.0822,100.1,mid,0.147,ok,0.139903171229997,0.0071,0.4903,0.001501,7.173,-1.733,True,ok
20260717,6300.0,P,6289.88,20260617_131429,0.0822,100.65,mid,0.1323,ok,0.139903171229997,-0.0076,-0.5097,0.001668,7.172,-1.59,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6325.0,C,6289.88,20260617_131429,0.0822,87.05000000000001,mid,0.1447,ok,0.1380612015784177,0.0066,0.4521,0.001515,7.126,-1.695,True,ok
20260717,6325.0,P,6289.88,20260617_131429,0.0822,112.55,mid,0.1298,ok,0.1380612015784177,-0.0082,-0.5524,0.001684,7.11,-1.548,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6350.0,C,6289.88,20260617_131429,0.0822,75.15,mid,0.1426,ok,0.1363971703806998,0.0062,0.4133,0.001512,7.009,-1.645,True,ok
20260717,6350.0,P,6289.88,20260617_131429,0.0822,125.6,mid,0.1275,ok,0.1363971703806998,-0.0089,-0.5958,0.001679,6.96,-1.489,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6375.0,C,6289.88,20260617_131429,0.0822,64.44999999999999,mid,0.1408,ok,0.1349547413093829,0.0058,0.3747,0.001491,6.824,-1.583,True,ok
20260717,6375.0,P,6289.88,20260617_131429,0.0822,139.85000000000002,mid,0.1252,ok,0.1349547413093829,-0.0097,-0.6393,0.001651,6.722,-1.414,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6400.0,C,6289.88,20260617_131429,0.0822,54.75,mid,0.139,ok,0.1336069275900264,0.0054,0.3365,0.001453,6.57,-1.506,True,ok
20260717,6400.0,P,6289.88,20260617_131429,0.0822,155.0,mid,0.1226,ok,0.1336069275900264,-0.011,-0.6829,0.001603,6.392,-1.317,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6425.0,C,6289.88,20260617_131429,0.0822,46.2,mid,0.1375,ok,0.1323378152771109,0.0052,0.2995,0.001399,6.256,-1.42,True,ok
20260717,6425.0,P,6289.88,20260617_131429,0.0822,171.14999999999998,mid,0.1198,ok,0.1323378152771109,-0.0126,-0.726,0.001533,5.97,-1.203,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6450.0,C,6289.88,20260617_131429,0.0822,38.6,mid,0.1361,ok,0.1311589952947609,0.0049,0.264,0.00133,5.887,-1.323,True,ok
20260717,6450.0,P,6289.88,20260617_131429,0.0822,188.7,mid,0.1174,ok,0.1311589952947609,-0.0138,-0.7669,0.001435,5.476,-1.082,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6475.0,C,6289.88,20260617_131429,0.0822,31.950000000000003,mid,0.1347,ok,0.1300801449693887,0.0046,0.2303,0.001249,5.473,-1.218,True,ok
20260717,6475.0,P,6289.88,20260617_131429,0.0822,206.95,mid,0.1142,ok,0.1300801449693887,-0.0159,-0.8071,0.001318,4.893,-0.942,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6500.0,C,6289.88,20260617_131429,0.0822,26.2,mid,0.1334,ok,0.1291149003005775,0.0043,0.1988,0.001158,5.025,-1.109,True,ok
20260717,6500.0,P,6289.88,20260617_131429,0.0822,226.2,mid,0.1106,ok,0.1291149003005775,-0.0185,-0.8452,0.001179,4.241,-0.792,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6525.0,C,6289.88,20260617_131429,0.0822,21.35,mid,0.1324,ok,0.1282953548392374,0.0041,0.1701,0.001059,4.56,-0.999,True,ok
20260717,6525.0,P,6289.88,20260617_131429,0.0822,246.4,mid,0.1066,ok,0.1282953548392374,-0.0217,-0.8808,0.001019,3.532,-0.638,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6550.0,C,6289.88,20260617_131429,0.0822,17.25,mid,0.1315,ok,0.127650385662328,0.0038,0.1441,0.000956,4.089,-0.89,True,ok
20260717,6550.0,P,6289.88,20260617_131429,0.0822,267.45,mid,0.1018,ok,0.127650385662328,-0.0259,-0.9137,0.000837,2.77,-0.48,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6575.0,C,6289.88,20260617_131429,0.0822,13.85,mid,0.1308,ok,0.1271953540412108,0.0036,0.121,0.000853,3.626,-0.785,True,ok
20260717,6575.0,P,6289.88,20260617_131429,0.0822,289.1,mid,0.0945,ok,0.1271953540412108,-0.0327,-0.9458,0.00062,1.904,-0.309,False,rejet_ITM (on garde l'OTM a ce strike)
20260717,6600.0,C,6289.88,20260617_131429,0.0822,11.05,mid,0.1301,ok,0.1269329108024305,0.0032,0.1008,0.000752,3.18,-0.686,True,ok
20260717,6600.0,P,6289.88,20260617_131429,0.0822,311.2,mid,0.0783,ok,0.1269329108024305,-0.0486,-0.9812,0.000286,0.729,-0.103,False,rejet_ITM (on garde l'OTM a ce strike)
